case,Test_ID,theta1,theta2,Pt,type,panel_a_in,panel_b_in,source_dataset,source_test_id,csv_path
Case2,6x4_142,56.0,10.0,21287.038098368255,2,6.0,4.0,6x4_curated_v1,Test_142,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_142.csv
Case2,6x4_143,39.0,-35.0,15779.242510477306,2,6.0,4.0,6x4_curated_v1,Test_143,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_143.csv
Case2,6x4_144,-86.0,-39.0,15505.565310891709,2,6.0,4.0,6x4_curated_v1,Test_144,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_144.csv
Case2,6x4_145,29.0,32.0,17380.510566070083,1,6.0,4.0,6x4_curated_v1,Test_145,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_145.csv
Case2,6x4_146,-41.0,-28.0,16406.185672703003,2,6.0,4.0,6x4_curated_v1,Test_146,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_146.csv
Case2,6x4_147,47.0,23.0,17810.62882268262,2,6.0,4.0,6x4_curated_v1,Test_147,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_147.csv
Case2,6x4_148,46.0,-62.0,15105.283301093265,1,6.0,4.0,6x4_curated_v1,Test_148,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_148.csv
Case2,6x4_149,24.0,-59.0,18987.420898164553,2,6.0,4.0,6x4_curated_v1,Test_149,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_149.csv
Case2,6x4_150,15.0,-47.0,20352.354050625985,2,6.0,4.0,6x4_curated_v1,Test_150,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_150.csv
Case2,6x4_151,-66.0,-82.0,7852.607715837323,1,6.0,4.0,6x4_curated_v1,Test_151,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_151.csv
Case2,6x4_152,-23.0,-66.0,18913.29779648672,2,6.0,4.0,6x4_curated_v1,Test_152,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_152.csv
Case2,6x4_153,50.0,-62.0,14258.02576510243,1,6.0,4.0,6x4_curated_v1,Test_153,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_153.csv
Case2,6x4_154,-65.0,-65.0,10642.305491634826,1,6.0,4.0,6x4_curated_v1,Test_154,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_154.csv
Case2,6x4_155,11.0,-32.0,20998.13037174053,3,6.0,4.0,6x4_curated_v1,Test_155,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_155.csv
Case2,6x4_156,70.0,-86.0,6916.165492716169,1,6.0,4.0,6x4_curated_v1,Test_156,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_156.csv
Case2,6x4_157,78.0,-26.0,18245.925346530516,2,6.0,4.0,6x4_curated_v1,Test_157,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_157.csv
Case2,6x4_158,17.0,-43.0,19805.97391087323,2,6.0,4.0,6x4_curated_v1,Test_158,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_158.csv
Case2,6x4_159,-9.0,-4.0,16942.796513979963,3,6.0,4.0,6x4_curated_v1,Test_159,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_159.csv
Case2,6x4_160,47.0,-13.0,20645.094612575558,2,6.0,4.0,6x4_curated_v1,Test_160,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_160.csv
Case2,6x4_161,-43.0,-45.0,15059.704239150913,1,6.0,4.0,6x4_curated_v1,Test_161,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_161.csv
Case2,6x4_162,-71.0,-11.0,21359.741658313826,2,6.0,4.0,6x4_curated_v1,Test_162,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_162.csv
Case2,6x4_163,-84.0,28.0,18338.955396095836,2,6.0,4.0,6x4_curated_v1,Test_163,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_163.csv
Case2,6x4_164,-16.0,-5.0,17864.734028392748,3,6.0,4.0,6x4_curated_v1,Test_164,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_164.csv
Case2,6x4_165,-5.0,10.0,17074.09801002604,3,6.0,4.0,6x4_curated_v1,Test_165,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_165.csv
Case2,6x4_166,-61.0,-3.0,22144.237823452062,2,6.0,4.0,6x4_curated_v1,Test_166,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_166.csv
Case2,6x4_167,-4.0,-6.0,34578.323502431216,3,6.0,4.0,6x4_curated_v1,Test_167,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_167.csv
Case2,6x4_168,-5.0,-1.0,16752.135414763357,3,6.0,4.0,6x4_curated_v1,Test_168,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_168.csv
Case2,6x4_169,58.0,-70.0,11082.860934759608,1,6.0,4.0,6x4_curated_v1,Test_169,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_169.csv
Case2,6x4_170,-35.0,-50.0,15724.71411011459,1,6.0,4.0,6x4_curated_v1,Test_170,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_170.csv
Case2,6x4_171,-6.0,-18.0,17771.939868934987,3,6.0,4.0,6x4_curated_v1,Test_171,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_171.csv
Case2,6x4_172,-68.0,5.0,22034.00690293698,2,6.0,4.0,6x4_curated_v1,Test_172,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_172.csv
Case2,6x4_173,82.0,-55.0,10156.859176763548,1,6.0,4.0,6x4_curated_v1,Test_173,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_173.csv
Case2,6x4_174,-76.0,51.0,11659.888567397536,1,6.0,4.0,6x4_curated_v1,Test_174,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_174.csv
Case2,6x4_175,-73.0,85.0,6422.7368016769005,1,6.0,4.0,6x4_curated_v1,Test_175,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_175.csv
Case2,6x4_176,-36.0,30.0,16474.161043303182,1,6.0,4.0,6x4_curated_v1,Test_176,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_176.csv
Case2,6x4_177,25.0,-81.0,19280.614771827895,2,6.0,4.0,6x4_curated_v1,Test_177,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_177.csv
Case2,6x4_178,27.0,63.0,18243.915034447313,2,6.0,4.0,6x4_curated_v1,Test_178,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_178.csv
Case2,6x4_179,73.0,-44.0,15034.989451880107,1,6.0,4.0,6x4_curated_v1,Test_179,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_179.csv
Case2,6x4_180,-14.0,88.0,20947.33439592328,2,6.0,4.0,6x4_curated_v1,Test_180,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_180.csv
Case2,6x4_181,88.0,45.0,12554.388123116472,1,6.0,4.0,6x4_curated_v1,Test_181,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_181.csv
Case2,6x4_182,-14.0,42.0,21339.96697323502,2,6.0,4.0,6x4_curated_v1,Test_182,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_182.csv
Case2,6x4_183,37.0,63.0,16022.572187764572,1,6.0,4.0,6x4_curated_v1,Test_183,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_183.csv
Case2,6x4_184,83.0,43.0,11967.243096667527,1,6.0,4.0,6x4_curated_v1,Test_184,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_184.csv
Case2,6x4_185,-18.0,49.0,19636.75276331284,2,6.0,4.0,6x4_curated_v1,Test_185,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_185.csv
Case2,6x4_186,-54.0,1.0,22178.47555914894,2,6.0,4.0,6x4_curated_v1,Test_186,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_186.csv
Case2,6x4_187,-47.0,-37.0,15392.392221167545,1,6.0,4.0,6x4_curated_v1,Test_187,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_187.csv
Case2,6x4_188,-40.0,56.0,15530.04730188103,1,6.0,4.0,6x4_curated_v1,Test_188,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_188.csv
Case2,6x4_189,34.0,0.0,21648.185159222492,3,6.0,4.0,6x4_curated_v1,Test_189,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_189.csv
Case2,6x4_190,-80.0,40.0,15621.070129048341,2,6.0,4.0,6x4_curated_v1,Test_190,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_190.csv
Case2,6x4_191,-75.0,6.0,22399.994698017577,2,6.0,4.0,6x4_curated_v1,Test_191,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_191.csv
Case2,6x4_192,89.0,-86.0,4916.256448855694,1,6.0,4.0,6x4_curated_v1,Test_192,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_192.csv
Case2,6x4_193,48.0,41.0,15391.811911449251,1,6.0,4.0,6x4_curated_v1,Test_193,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_193.csv
Case2,6x4_194,-11.0,-16.0,17995.32653778174,3,6.0,4.0,6x4_curated_v1,Test_194,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_194.csv
Case2,6x4_195,12.0,71.0,21609.72681903185,2,6.0,4.0,6x4_curated_v1,Test_195,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_195.csv
Case2,6x4_196,-32.0,84.0,17057.653938905187,2,6.0,4.0,6x4_curated_v1,Test_196,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_196.csv
Case2,6x4_197,-80.0,-38.0,15949.267921322184,2,6.0,4.0,6x4_curated_v1,Test_197,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_197.csv
Case2,6x4_198,-82.0,-53.0,10525.87463552392,1,6.0,4.0,6x4_curated_v1,Test_198,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_198.csv
Case2,6x4_199,-45.0,82.0,12868.27896151428,1,6.0,4.0,6x4_curated_v1,Test_199,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_199.csv
Case2,6x4_200,88.0,-42.0,11945.11328635953,1,6.0,4.0,6x4_curated_v1,Test_200,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_200.csv
Case2,6x4_201,-73.0,-27.0,18396.69650336068,2,6.0,4.0,6x4_curated_v1,Test_201,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_201.csv
Case2,6x4_202,-24.0,-76.0,19436.889317435416,2,6.0,4.0,6x4_curated_v1,Test_202,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_202.csv
Case2,6x4_203,33.0,58.0,16481.520967262808,2,6.0,4.0,6x4_curated_v1,Test_203,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_203.csv
Case2,6x4_204,27.0,-22.0,20169.219416635045,3,6.0,4.0,6x4_curated_v1,Test_204,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_204.csv
Case2,6x4_205,-58.0,-50.0,15058.90222602965,1,6.0,4.0,6x4_curated_v1,Test_205,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_205.csv
Case2,6x4_206,4.0,90.0,10033.736811180552,2,6.0,4.0,6x4_curated_v1,Test_206,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_206.csv
Case2,6x4_207,19.0,-83.0,20718.630788170623,2,6.0,4.0,6x4_curated_v1,Test_207,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_207.csv
Case2,6x4_208,-87.0,47.0,11985.412902705066,1,6.0,4.0,6x4_curated_v1,Test_208,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_208.csv
Case2,6x4_209,58.0,-69.0,11262.7522869744,1,6.0,4.0,6x4_curated_v1,Test_209,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_209.csv
Case2,6x4_210,-10.0,23.0,18592.485941262126,3,6.0,4.0,6x4_curated_v1,Test_210,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_210.csv
Case2,6x4_211,55.0,-59.0,13082.073949807596,1,6.0,4.0,6x4_curated_v1,Test_211,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_211.csv
Case2,6x4_212,-63.0,54.0,13149.642813456412,1,6.0,4.0,6x4_curated_v1,Test_212,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_212.csv
Case2,6x4_213,67.0,-42.0,15238.461765495984,1,6.0,4.0,6x4_curated_v1,Test_213,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_213.csv
Case2,6x4_214,63.0,-14.0,21252.83674905893,2,6.0,4.0,6x4_curated_v1,Test_214,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_214.csv
Case2,6x4_215,9.0,13.0,17835.088760201925,3,6.0,4.0,6x4_curated_v1,Test_215,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_215.csv
Case2,6x4_216,-10.0,59.0,21647.50111512341,2,6.0,4.0,6x4_curated_v1,Test_216,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_216.csv
Case2,6x4_217,21.0,56.0,19609.78370155998,2,6.0,4.0,6x4_curated_v1,Test_217,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_217.csv
Case2,6x4_218,5.0,-15.0,17291.633850273225,3,6.0,4.0,6x4_curated_v1,Test_218,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_218.csv
Case2,6x4_219,-7.0,65.0,22070.77677141205,2,6.0,4.0,6x4_curated_v1,Test_219,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_219.csv
Case2,6x4_220,14.0,-23.0,19368.438682776316,3,6.0,4.0,6x4_curated_v1,Test_220,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_220.csv
Case2,6x4_221,74.0,-56.0,10774.798576776451,1,6.0,4.0,6x4_curated_v1,Test_221,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_221.csv
Case2,6x4_222,7.0,-80.0,21939.181417166652,2,6.0,4.0,6x4_curated_v1,Test_222,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_222.csv
Case2,6x4_223,-78.0,-48.0,12092.550507205471,1,6.0,4.0,6x4_curated_v1,Test_223,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_223.csv
Case2,6x4_224,-4.0,-43.0,22327.81469540721,2,6.0,4.0,6x4_curated_v1,Test_224,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_224.csv
Case2,6x4_225,2.0,-73.0,22243.855918504287,2,6.0,4.0,6x4_curated_v1,Test_225,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_225.csv
Case2,6x4_226,-42.0,80.0,12636.501192716887,1,6.0,4.0,6x4_curated_v1,Test_226,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_226.csv
Case2,6x4_227,-42.0,-6.0,22027.314876317232,2,6.0,4.0,6x4_curated_v1,Test_227,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_227.csv
Case2,6x4_228,60.0,-31.0,16943.9259793842,2,6.0,4.0,6x4_curated_v1,Test_228,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_228.csv
Case2,6x4_229,42.0,86.0,12147.201106459304,1,6.0,4.0,6x4_curated_v1,Test_229,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_229.csv
Case2,6x4_230,-44.0,-30.0,16292.770338829978,1,6.0,4.0,6x4_curated_v1,Test_230,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_230.csv
Case2,6x4_231,-69.0,24.0,19228.988106973306,2,6.0,4.0,6x4_curated_v1,Test_231,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_231.csv
Case2,6x4_232,-8.0,-27.0,20445.4605050078,3,6.0,4.0,6x4_curated_v1,Test_232,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_232.csv
Case2,6x4_233,61.0,-20.0,19368.7626984714,2,6.0,4.0,6x4_curated_v1,Test_233,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_233.csv
Case2,6x4_234,-49.0,-40.0,15305.524143283565,1,6.0,4.0,6x4_curated_v1,Test_234,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_234.csv
Case2,6x4_235,-62.0,7.0,21858.485639555445,2,6.0,4.0,6x4_curated_v1,Test_235,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_235.csv
Case2,6x4_236,16.0,-57.0,20380.704515986185,2,6.0,4.0,6x4_curated_v1,Test_236,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_236.csv
Case2,6x4_237,-32.0,66.0,17161.738009005196,2,6.0,4.0,6x4_curated_v1,Test_237,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_237.csv
Case2,6x4_238,64.0,-22.0,19569.55455635698,2,6.0,4.0,6x4_curated_v1,Test_238,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_238.csv
Case2,6x4_239,30.0,17.0,19618.045851961564,3,6.0,4.0,6x4_curated_v1,Test_239,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_239.csv
Case2,6x4_240,53.0,26.0,17742.89028742882,2,6.0,4.0,6x4_curated_v1,Test_240,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_240.csv
Case2,6x4_241,13.0,6.0,17186.14571104635,3,6.0,4.0,6x4_curated_v1,Test_241,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_241.csv
Case2,6x4_242,-31.0,60.0,17150.369386403705,2,6.0,4.0,6x4_curated_v1,Test_242,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_242.csv
Case2,6x4_243,-63.0,-63.0,11513.413895177378,1,6.0,4.0,6x4_curated_v1,Test_243,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_243.csv
Case2,6x4_244,85.0,-58.0,9226.505402181536,1,6.0,4.0,6x4_curated_v1,Test_244,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_244.csv
Case2,6x4_245,-34.0,-14.0,19856.71831950007,3,6.0,4.0,6x4_curated_v1,Test_245,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_245.csv
Case2,6x4_246,60.0,61.0,12124.704993225623,1,6.0,4.0,6x4_curated_v1,Test_246,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_246.csv
Case2,6x4_247,-83.0,78.0,5901.031192304986,1,6.0,4.0,6x4_curated_v1,Test_247,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_247.csv
Case2,6x4_248,6.0,27.0,19856.12344991926,3,6.0,4.0,6x4_curated_v1,Test_248,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_248.csv
Case2,6x4_249,6.0,16.0,17514.902048012034,3,6.0,4.0,6x4_curated_v1,Test_249,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_249.csv
Case2,6x4_250,-47.0,64.0,15090.812055075732,1,6.0,4.0,6x4_curated_v1,Test_250,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_250.csv
Case2,6x4_251,-69.0,0.0,22201.525456809683,2,6.0,4.0,6x4_curated_v1,Test_251,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_251.csv
Case2,6x4_252,-82.0,-45.0,12763.099799450643,1,6.0,4.0,6x4_curated_v1,Test_252,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_252.csv
Case2,6x4_253,56.0,-34.0,15738.299968085543,2,6.0,4.0,6x4_curated_v1,Test_253,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_253.csv
Case2,6x4_254,-75.0,-17.0,20296.055254171773,2,6.0,4.0,6x4_curated_v1,Test_254,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_254.csv
Case2,6x4_255,32.0,-60.0,16888.94951834212,1,6.0,4.0,6x4_curated_v1,Test_255,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_255.csv
Case2,6x4_256,-25.0,-11.0,19544.900116467492,3,6.0,4.0,6x4_curated_v1,Test_256,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_256.csv
Case2,6x4_257,65.0,80.0,8230.341289271644,1,6.0,4.0,6x4_curated_v1,Test_257,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_257.csv
Case2,6x4_258,54.0,-18.0,20169.55595728981,2,6.0,4.0,6x4_curated_v1,Test_258,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_258.csv
Case2,6x4_259,-6.0,38.0,21158.46303928862,3,6.0,4.0,6x4_curated_v1,Test_259,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_259.csv
Case2,6x4_260,-50.0,68.0,12916.439480898927,1,6.0,4.0,6x4_curated_v1,Test_260,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_260.csv
Case2,6x4_261,-14.0,-28.0,20763.839450044543,3,6.0,4.0,6x4_curated_v1,Test_261,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_261.csv
Case2,6x4_262,-57.0,76.0,10374.91503648878,1,6.0,4.0,6x4_curated_v1,Test_262,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_262.csv
Case2,6x4_263,-24.0,2.0,19570.39536599779,3,6.0,4.0,6x4_curated_v1,Test_263,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_263.csv
Case2,6x4_264,87.0,-65.0,7712.739051064256,1,6.0,4.0,6x4_curated_v1,Test_264,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_264.csv
Case2,6x4_265,-25.0,-84.0,19152.831678599323,2,6.0,4.0,6x4_curated_v1,Test_265,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_265.csv
Case2,6x4_266,-26.0,-39.0,17127.531263806726,2,6.0,4.0,6x4_curated_v1,Test_266,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_266.csv
Case2,6x4_267,-33.0,-46.0,15671.874617300973,1,6.0,4.0,6x4_curated_v1,Test_267,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_267.csv
Case2,6x4_268,-59.0,29.0,17032.334444544056,2,6.0,4.0,6x4_curated_v1,Test_268,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_268.csv
Case2,6x4_269,-60.0,60.0,12347.987714725065,1,6.0,4.0,6x4_curated_v1,Test_269,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_269.csv
Case2,6x4_270,10.0,76.0,21674.54326783603,2,6.0,4.0,6x4_curated_v1,Test_270,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_270.csv
Case2,6x4_271,-30.0,50.0,16716.32705618474,2,6.0,4.0,6x4_curated_v1,Test_271,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_271.csv
Case2,6x4_272,72.0,69.0,8584.556018685464,1,6.0,4.0,6x4_curated_v1,Test_272,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_272.csv
Case2,6x4_273,81.0,62.0,8688.00910600487,1,6.0,4.0,6x4_curated_v1,Test_273,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_273.csv
Case2,6x4_274,30.0,-25.0,18587.120373728012,3,6.0,4.0,6x4_curated_v1,Test_274,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_274.csv
Case2,6x4_275,80.0,-20.0,20160.33761725802,2,6.0,4.0,6x4_curated_v1,Test_275,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_275.csv
Case2,6x4_276,-88.0,70.0,6781.832437735399,1,6.0,4.0,6x4_curated_v1,Test_276,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_276.csv
Case2,6x4_277,57.0,88.0,9410.122436155292,1,6.0,4.0,6x4_curated_v1,Test_277,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_277.csv
Case2,6x4_278,18.0,78.0,20980.223802292832,2,6.0,4.0,6x4_curated_v1,Test_278,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_278.csv
Case2,6x4_279,-88.0,-89.0,4911.513135183643,1,6.0,4.0,6x4_curated_v1,Test_279,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_279.csv
Case2,6x4_280,-31.0,-12.0,20727.153056757856,3,6.0,4.0,6x4_curated_v1,Test_280,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_280.csv
Case2,6x4_281,-72.0,-17.0,20293.4445489537,2,6.0,4.0,6x4_curated_v1,Test_281,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_281.csv
Case2,6x4_282,25.0,-74.0,19086.397246924498,2,6.0,4.0,6x4_curated_v1,Test_282,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_282.csv
Case2,6x4_283,34.0,-21.0,19004.433446355994,2,6.0,4.0,6x4_curated_v1,Test_283,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_283.csv
