case,raw_folder,test_id,theta1,theta2,pt,type,curve_csv
Case4,4,165,-5.0,10.0,16755.293177064803,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_165.csv
Case4,4,166,-61.0,-3.0,22131.98328592722,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_166.csv
Case4,4,167,-4.0,-6.0,16689.115446080476,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_167.csv
Case4,4,168,-5.0,-1.0,17139.540631082622,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_168.csv
Case4,4,169,58.0,-70.0,11097.69246060567,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_169.csv
Case4,4,170,-35.0,-50.0,15763.79095797676,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_170.csv
Case4,4,171,-6.0,-18.0,17410.69431437889,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_171.csv
Case4,4,172,-68.0,5.0,22001.661542988226,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_172.csv
Case4,4,173,82.0,-55.0,10147.57003477745,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_173.csv
Case4,4,174,-76.0,51.0,11586.020496456618,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_174.csv
Case4,4,175,-73.0,85.0,6486.307386958716,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_175.csv
Case4,4,176,-36.0,30.0,16882.71816026857,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_176.csv
Case4,4,177,25.0,-81.0,19145.919367808307,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_177.csv
Case4,4,178,27.0,63.0,17812.74790622233,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_178.csv
Case4,4,179,73.0,-44.0,15042.643394652185,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_179.csv
Case4,4,180,-14.0,88.0,21811.848537109374,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_180.csv
Case4,4,181,88.0,45.0,12392.318254241229,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_181.csv
Case4,4,182,-14.0,42.0,20666.746430570336,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_182.csv
Case4,4,183,37.0,63.0,15989.98335424239,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_183.csv
Case4,4,184,83.0,43.0,11956.04729499557,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_184.csv
Case4,4,185,-18.0,49.0,19624.96577963115,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_185.csv
Case4,4,186,-54.0,1.0,22179.04572113914,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_186.csv
Case4,4,187,-47.0,-37.0,15396.657748207082,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_187.csv
Case4,4,188,-40.0,56.0,15513.92063728736,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_188.csv
Case4,4,189,34.0,0.0,21657.906151661224,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_189.csv
Case4,4,190,-80.0,40.0,15648.583910240095,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_190.csv
Case4,4,191,-75.0,6.0,21874.91778887755,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_191.csv
Case4,4,192,89.0,-86.0,4973.9925900578555,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_192.csv
Case4,4,193,48.0,41.0,15388.243323403005,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_193.csv
Case4,4,194,-11.0,-16.0,17756.135113982586,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_194.csv
Case4,4,195,12.0,71.0,21996.260955284524,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_195.csv
Case4,4,196,-32.0,84.0,17519.585877242494,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_196.csv
Case4,4,197,-80.0,-38.0,15893.15974336097,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_197.csv
Case4,4,198,-82.0,-53.0,10577.037843011174,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_198.csv
Case4,4,199,-45.0,82.0,12884.544918881533,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_199.csv
Case4,4,200,88.0,-42.0,11926.17822368546,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_200.csv
Case4,4,201,-73.0,-27.0,18501.122888261427,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_201.csv
Case4,4,202,-24.0,-76.0,19533.891318677703,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_202.csv
Case4,4,203,33.0,58.0,16486.365230660547,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_203.csv
Case4,4,204,27.0,-22.0,20176.706110514904,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_204.csv
Case4,4,205,-58.0,-50.0,15043.964088905863,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_205.csv
Case4,4,206,4.0,90.0,10036.736432191612,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_206.csv
Case4,4,207,19.0,-83.0,19995.28621372993,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_207.csv
Case4,4,208,-87.0,47.0,11851.482992077586,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_208.csv
Case4,4,209,58.0,-69.0,11273.829196034098,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_209.csv
Case4,4,210,-10.0,23.0,18809.799572454758,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_210.csv
Case4,4,211,55.0,-59.0,13099.915601604815,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_211.csv
Case4,4,212,-63.0,54.0,13167.471008135466,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_212.csv
Case4,4,213,67.0,-42.0,15297.196516776994,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_213.csv
Case4,4,214,63.0,-14.0,21497.268914674736,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_214.csv
Case4,4,215,9.0,13.0,17607.910295194793,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_215.csv
Case4,4,216,-10.0,59.0,21611.4483428287,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_216.csv
Case4,4,217,21.0,56.0,19024.884481113513,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_217.csv
Case4,4,218,5.0,-15.0,17605.792968490783,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_218.csv
Case4,4,219,-7.0,65.0,22026.789682494044,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_219.csv
Case4,4,220,14.0,-23.0,19382.372791549784,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_220.csv
Case4,4,221,74.0,-56.0,10787.729413537414,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_221.csv
Case4,4,222,7.0,-80.0,21951.63874377695,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_222.csv
Case4,4,223,-78.0,-48.0,12156.378780918145,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_223.csv
Case4,4,224,-4.0,-43.0,21078.173809356336,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_224.csv
Case4,4,225,2.0,-73.0,22317.9362294314,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_225.csv
Case4,4,226,-42.0,80.0,12651.832225226417,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_226.csv
Case4,4,227,-42.0,-6.0,22052.64681319117,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_227.csv
Case4,4,228,60.0,-31.0,16621.60805151021,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_228.csv
Case4,4,229,42.0,86.0,12126.526532711148,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_229.csv
Case4,4,230,-44.0,-30.0,16287.154204140936,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_230.csv
Case4,4,231,-69.0,24.0,19224.879870378172,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_231.csv
Case4,4,232,-8.0,-27.0,20104.036356437533,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_232.csv
Case4,4,233,61.0,-20.0,19915.969943875163,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_233.csv
Case4,4,234,-49.0,-40.0,15308.929501320623,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_234.csv
Case4,4,235,-62.0,7.0,21835.9882752521,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_235.csv
Case4,4,236,16.0,-57.0,21051.064603649524,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_236.csv
Case4,4,237,-32.0,66.0,16872.448392359238,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_237.csv
Case4,4,238,64.0,-22.0,19034.095052135843,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_238.csv
Case4,4,239,30.0,17.0,19618.95197201205,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_239.csv
Case4,4,240,53.0,26.0,17734.917223634024,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_240.csv
Case4,4,241,13.0,6.0,17461.919738302284,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_241.csv
Case4,4,242,-31.0,60.0,17180.947617492322,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_242.csv
Case4,4,243,-63.0,-63.0,11471.812100818797,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_243.csv
Case4,4,244,85.0,-58.0,9219.000408770862,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_244.csv
Case4,4,245,-34.0,-14.0,19881.196425051658,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_245.csv
Case4,4,246,60.0,61.0,12071.324130888881,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_246.csv
Case4,4,247,-83.0,78.0,5902.682443111473,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_247.csv
Case4,4,248,6.0,27.0,19351.973849259746,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_248.csv
Case4,4,249,6.0,16.0,17597.91997942234,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_249.csv
Case4,4,250,-47.0,64.0,15084.932570751116,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_250.csv
Case4,4,251,-69.0,0.0,22172.860475327252,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_251.csv
Case4,4,252,-82.0,-45.0,12769.51346224902,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_252.csv
Case4,4,253,56.0,-34.0,16106.740025738418,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_253.csv
Case4,4,254,-75.0,-17.0,21039.167923651,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_254.csv
Case4,4,255,32.0,-60.0,16913.702942077303,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_255.csv
Case4,4,256,-25.0,-11.0,19397.504730784083,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_256.csv
Case4,4,257,65.0,80.0,8200.740123507769,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_257.csv
Case4,4,258,54.0,-18.0,20314.08596558775,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_258.csv
Case4,4,259,-6.0,38.0,22505.43002054607,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_259.csv
Case4,4,260,-50.0,68.0,12955.989049221287,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_260.csv
Case4,4,261,-14.0,-28.0,21004.782456813682,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_261.csv
Case4,4,262,-57.0,76.0,10329.062946712249,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_262.csv
Case4,4,263,-24.0,2.0,19691.9189183975,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_263.csv
Case4,4,264,87.0,-65.0,7704.507732738949,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_264.csv
Case4,4,265,-25.0,-84.0,19292.212069492394,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_265.csv
Case4,4,266,-26.0,-39.0,17615.15288396271,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_266.csv
Case4,4,267,-33.0,-46.0,15968.063155630864,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_267.csv
Case4,4,268,-59.0,29.0,17341.88221619938,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_268.csv
Case4,4,269,-60.0,60.0,12357.183283795895,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_269.csv
Case4,4,270,10.0,76.0,21611.960588256665,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_270.csv
Case4,4,271,-30.0,50.0,16678.592083709733,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_271.csv
Case4,4,272,72.0,69.0,8556.787257813003,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_272.csv
Case4,4,273,81.0,62.0,8656.637987841574,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_273.csv
Case4,4,274,30.0,-25.0,19052.604303117045,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_274.csv
Case4,4,275,80.0,-20.0,20254.760134148695,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_275.csv
Case4,4,276,-88.0,70.0,6779.553781179912,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_276.csv
Case4,4,277,57.0,88.0,9385.134860089873,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_277.csv
Case4,4,278,18.0,78.0,20206.486064621356,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_278.csv
Case4,4,279,-88.0,-89.0,4910.86792918435,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_279.csv
Case4,4,280,-31.0,-12.0,20750.043732987455,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_280.csv
Case4,4,281,-72.0,-17.0,21030.65079267539,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_281.csv
Case4,4,282,25.0,-74.0,18957.25163945338,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_282.csv
Case4,4,283,34.0,-21.0,19009.848796371974,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_283.csv
Case4,4,284,16.0,16.0,18518.32541803028,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_284.csv
Case4,4,285,-21.0,55.0,19079.6016532544,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_285.csv
Case4,4,286,40.0,-87.0,12552.935520450395,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_286.csv
Case4,4,287,-77.0,22.0,19849.465707642335,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_287.csv
Case4,4,288,37.0,70.0,16209.397827074268,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_288.csv
Case4,4,289,-9.0,44.0,21690.846366785077,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_289.csv
Case4,4,290,20.0,-82.0,20429.775187642066,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_290.csv
Case4,4,291,26.0,5.0,19104.838989224707,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_291.csv
Case4,4,292,71.0,-88.0,6673.224529845868,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_292.csv
Case4,4,293,-28.0,11.0,19825.369609052064,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_293.csv
Case4,4,294,-71.0,-57.0,10910.039753327488,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_294.csv
Case4,4,295,-84.0,-9.0,21533.987799605206,2,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_295.csv
Case4,4,296,-48.0,82.0,11897.097229080318,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_296.csv
Case4,4,297,-13.0,-4.0,17587.509234222816,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_297.csv
Case4,4,298,-19.0,-23.0,19774.53180813125,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_298.csv
Case4,4,299,5.0,-32.0,21926.645819261597,3,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_299.csv
Case4,4,300,51.0,46.0,15617.486585595781,1,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_300.csv
