case,case_id,u3_folder,u3_bucket,test_id,theta1,theta2,Pt,pt_source,raw_csv_path,curve_csv,plot_path
Case2,2,2-2,2,125,-3.0,72.0,8701.62,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_125.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_125.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_125_P1.png
Case2,2,2-2,2,130,-59.0,12.0,8463.5,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_130.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_130.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_130_P1.png
Case2,2,2-2,2,132,38.0,35.0,11718.6,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_132.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_132.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_132_transition.png
Case2,2,2-2,2,133,-21.0,37.0,9249.03,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_133.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_133.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_133_P1.png
Case2,2,2-2,2,135,39.0,-76.0,11366.2,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_135.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_135.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_135_transition.png
Case2,2,2-2,2,136,8.0,-68.0,8842.46,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_136.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_136.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_136_P1.png
Case2,2,2-2,2,138,-28.0,-75.0,9373.89,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_138.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_138.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_138_P1.png
Case2,2,2-2,2,142,56.0,10.0,8320.34,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_142.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_142.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_142_P1.png
Case2,2,2-2,2,143,39.0,-35.0,11650.0,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_143.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_143.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_143_transition.png
Case2,2,2-2,2,144,-86.0,-39.0,11805.8,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_144.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_144.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_144_transition.png
Case2,2,2-2,2,146,-41.0,-28.0,9272.74,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_146.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_146.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_146_P1.png
Case2,2,2-2,2,147,47.0,23.0,8733.58,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_147.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_147.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_147_P1.png
Case2,2,2-2,2,149,24.0,-59.0,9353.49,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_149.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_149.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_149_P1.png
Case2,2,2-2,2,150,15.0,-47.0,8885.36,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_150.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_150.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_150_P1.png
Case2,2,2-2,2,152,-23.0,-66.0,9294.17,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_152.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_152.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_152_P1.png
Case2,2,2-2,2,157,78.0,-26.0,8887.81,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_157.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_157.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_157_P1.png
Case2,2,2-2,2,158,17.0,-43.0,8920.42,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_158.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_158.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_158_P1.png
Case2,2,2-2,2,160,47.0,-13.0,8262.23,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_160.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_160.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_160_P1.png
Case2,2,2-2,2,162,-71.0,-11.0,8347.5,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_162.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_162.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_162_P1.png
Case2,2,2-2,2,163,-84.0,28.0,8922.57,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_163.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_163.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_163_P1.png
Case2,2,2-2,2,166,-61.0,-3.0,8202.09,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_166.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_166.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_166_P1.png
Case2,2,2-2,2,172,-68.0,5.0,8239.94,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_172.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_172.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_172_P1.png
Case2,2,2-2,2,177,25.0,-81.0,9424.77,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_177.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_177.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_177_P1.png
Case2,2,2-2,2,178,27.0,63.0,9368.01,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_178.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_178.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_178_P1.png
Case2,2,2-2,2,180,-14.0,88.0,8143.85,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_180.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_180.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_180_P1.png
Case2,2,2-2,2,182,-14.0,42.0,8713.56,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_182.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_182.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_182_P1.png
Case2,2,2-2,2,185,-18.0,49.0,9058.71,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_185.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_185.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_185_P1.png
Case2,2,2-2,2,186,-54.0,1.0,8104.49,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_186.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_186.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_186_P1.png
Case2,2,2-2,2,190,-80.0,40.0,11761.0,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_190.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_190.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_190_transition.png
Case2,2,2-2,2,191,-75.0,6.0,8182.2,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_191.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_191.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_191_P1.png
Case2,2,2-2,2,195,12.0,71.0,8921.21,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_195.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_195.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_195_P1.png
Case2,2,2-2,2,196,-32.0,84.0,10254.4,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_196.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_196.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_196_transition.png
Case2,2,2-2,2,197,-80.0,-38.0,11041.5,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_197.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_197.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_197_transition.png
Case2,2,2-2,2,201,-73.0,-27.0,8916.75,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_201.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_201.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_201_P1.png
Case2,2,2-2,2,202,-24.0,-76.0,9328.45,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_202.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_202.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_202_P1.png
Case2,2,2-2,2,203,33.0,58.0,10452.2,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_203.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_203.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_203_transition.png
Case2,2,2-2,2,207,19.0,-83.0,9311.22,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_207.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_207.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_207_P1.png
Case2,2,2-2,2,214,63.0,-14.0,8549.55,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_214.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_214.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_214_P1.png
Case2,2,2-2,2,216,-10.0,59.0,8903.35,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_216.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_216.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_216_P1.png
Case2,2,2-2,2,217,21.0,56.0,9206.22,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_217.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_217.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_217_P1.png
Case2,2,2-2,2,219,-7.0,65.0,8827.59,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_219.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_219.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_219_P1.png
Case2,2,2-2,2,222,7.0,-80.0,8793.92,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_222.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_222.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_222_P1.png
Case2,2,2-2,2,224,-4.0,-43.0,8314.63,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_224.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_224.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_224_P1.png
Case2,2,2-2,2,225,2.0,-73.0,8689.59,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_225.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_225.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_225_P1.png
Case2,2,2-2,2,227,-42.0,-6.0,7772.28,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_227.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_227.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_227_P1.png
Case2,2,2-2,2,228,60.0,-31.0,9009.52,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_228.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_228.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_228_P1.png
Case2,2,2-2,2,231,-69.0,24.0,8906.39,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_231.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_231.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_231_P1.png
Case2,2,2-2,2,233,61.0,-20.0,8783.48,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_233.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_233.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_233_P1.png
Case2,2,2-2,2,235,-62.0,7.0,8307.34,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_235.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_235.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_235_P1.png
Case2,2,2-2,2,236,16.0,-57.0,9098.7,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_236.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_236.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_236_P1.png
Case2,2,2-2,2,237,-32.0,66.0,9413.17,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_237.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_237.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_237_P1.png
Case2,2,2-2,2,238,64.0,-22.0,8866.98,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_238.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_238.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_238_P1.png
Case2,2,2-2,2,240,53.0,26.0,8845.76,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_240.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_240.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_240_P1.png
Case2,2,2-2,2,242,-31.0,60.0,9396.1,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_242.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_242.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_242_P1.png
Case2,2,2-2,2,251,-69.0,0.0,8173.63,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_251.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_251.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_251_P1.png
Case2,2,2-2,2,253,56.0,-34.0,10363.9,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_253.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_253.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_253_transition.png
Case2,2,2-2,2,254,-75.0,-17.0,8557.27,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_254.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_254.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_254_P1.png
Case2,2,2-2,2,258,54.0,-18.0,8643.84,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_258.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_258.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_258_P1.png
Case2,2,2-2,2,265,-25.0,-84.0,9776.91,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_265.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_265.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_265_transition.png
Case2,2,2-2,2,266,-26.0,-39.0,9711.57,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_266.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_266.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_266_P1.png
Case2,2,2-2,2,268,-59.0,29.0,8977.42,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_268.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_268.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_268_P1.png
Case2,2,2-2,2,270,10.0,76.0,8830.99,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_270.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_270.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_270_P1.png
Case2,2,2-2,2,271,-30.0,50.0,10256.9,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_271.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_271.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_271_transition.png
Case2,2,2-2,2,275,80.0,-20.0,869442.0,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_275.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_275.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_275_P1.png
Case2,2,2-2,2,278,18.0,78.0,9139.56,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_278.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_278.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_278_P1.png
Case2,2,2-2,2,281,-72.0,-17.0,8586.12,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_281.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_281.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_281_P1.png
Case2,2,2-2,2,282,25.0,-74.0,9371.54,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_282.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_282.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_282_P1.png
Case2,2,2-2,2,283,34.0,-21.0,869418.0,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_283.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_283.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_283_P1.png
