case,Test_ID,theta1,theta2,Pt,type,panel_a_in,panel_b_in,source_dataset,source_test_id,csv_path,type_label_source,type_label_confidence,type_label_review_priority
Case2,6x4_125,-3.0,72.0,22322.264683286012,2,6.0,4.0,6x4_curated_v1,Test_125,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_125.csv,curated_human_review,1.0,none
Case2,6x4_126,-8.0,18.0,17949.699023275294,3,6.0,4.0,6x4_curated_v1,Test_126,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_126.csv,curated_human_review,1.0,none
Case2,6x4_127,-66.0,77.0,8428.451427525222,1,6.0,4.0,6x4_curated_v1,Test_127,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_127.csv,curated_human_review,1.0,none
Case2,6x4_128,59.0,-70.0,10891.370894468742,1,6.0,4.0,6x4_curated_v1,Test_128,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_128.csv,curated_human_review,1.0,none
Case2,6x4_129,24.0,11.0,19785.482958492543,3,6.0,4.0,6x4_curated_v1,Test_129,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_129.csv,curated_human_review,1.0,none
Case2,6x4_130,-59.0,12.0,21120.917328111533,2,6.0,4.0,6x4_curated_v1,Test_130,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_130.csv,curated_human_review,1.0,none
Case2,6x4_131,41.0,53.0,15387.775916572398,1,6.0,4.0,6x4_curated_v1,Test_131,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_131.csv,curated_human_review,1.0,none
Case2,6x4_132,38.0,35.0,15773.538665372627,2,6.0,4.0,6x4_curated_v1,Test_132,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_132.csv,curated_human_review,1.0,none
Case2,6x4_133,-21.0,37.0,18855.466306479895,2,6.0,4.0,6x4_curated_v1,Test_133,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_133.csv,curated_human_review,1.0,none
Case2,6x4_134,-56.0,37.0,15585.449355990706,1,6.0,4.0,6x4_curated_v1,Test_134,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_134.csv,curated_human_review,1.0,none
Case2,6x4_135,39.0,-76.0,15966.862495721263,2,6.0,4.0,6x4_curated_v1,Test_135,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_135.csv,curated_human_review,1.0,none
Case2,6x4_136,8.0,-68.0,21869.668232739932,2,6.0,4.0,6x4_curated_v1,Test_136,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_136.csv,curated_human_review,1.0,none
Case2,6x4_137,68.0,53.0,12281.321152881383,1,6.0,4.0,6x4_curated_v1,Test_137,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_137.csv,curated_human_review,1.0,none
Case2,6x4_138,-28.0,-75.0,18208.514740433136,2,6.0,4.0,6x4_curated_v1,Test_138,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_138.csv,curated_human_review,1.0,none
Case2,6x4_139,-52.0,-36.0,15511.808244009047,1,6.0,4.0,6x4_curated_v1,Test_139,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_139.csv,curated_human_review,1.0,none
Case2,6x4_140,1.0,-3.0,16892.48376444766,3,6.0,4.0,6x4_curated_v1,Test_140,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_140.csv,curated_human_review,1.0,none
Case2,6x4_141,79.0,49.0,11723.05325713485,1,6.0,4.0,6x4_curated_v1,Test_141,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_141.csv,curated_human_review,1.0,none
Case2,6x4_142,56.0,10.0,21287.038098368255,2,6.0,4.0,6x4_curated_v1,Test_142,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_142.csv,curated_human_review,1.0,none
Case2,6x4_143,39.0,-35.0,15779.242510477306,2,6.0,4.0,6x4_curated_v1,Test_143,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_143.csv,curated_human_review,1.0,none
Case2,6x4_144,-86.0,-39.0,15505.565310891709,2,6.0,4.0,6x4_curated_v1,Test_144,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_144.csv,curated_human_review,1.0,none
Case2,6x4_145,29.0,32.0,17380.510566070083,1,6.0,4.0,6x4_curated_v1,Test_145,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_145.csv,curated_human_review,1.0,none
Case2,6x4_146,-41.0,-28.0,16406.185672703003,2,6.0,4.0,6x4_curated_v1,Test_146,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_146.csv,curated_human_review,1.0,none
Case2,6x4_147,47.0,23.0,17810.62882268262,2,6.0,4.0,6x4_curated_v1,Test_147,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_147.csv,curated_human_review,1.0,none
Case2,6x4_148,46.0,-62.0,15105.283301093265,1,6.0,4.0,6x4_curated_v1,Test_148,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_148.csv,curated_human_review,1.0,none
Case2,6x4_149,24.0,-59.0,18987.420898164553,2,6.0,4.0,6x4_curated_v1,Test_149,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_149.csv,curated_human_review,1.0,none
Case2,6x4_150,15.0,-47.0,20352.354050625985,2,6.0,4.0,6x4_curated_v1,Test_150,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_150.csv,curated_human_review,1.0,none
Case2,6x4_151,-66.0,-82.0,7852.607715837323,1,6.0,4.0,6x4_curated_v1,Test_151,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_151.csv,curated_human_review,1.0,none
Case2,6x4_152,-23.0,-66.0,18913.29779648672,2,6.0,4.0,6x4_curated_v1,Test_152,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_152.csv,curated_human_review,1.0,none
Case2,6x4_153,50.0,-62.0,14258.02576510243,1,6.0,4.0,6x4_curated_v1,Test_153,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_153.csv,curated_human_review,1.0,none
Case2,6x4_154,-65.0,-65.0,10642.305491634826,1,6.0,4.0,6x4_curated_v1,Test_154,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_154.csv,curated_human_review,1.0,none
Case2,6x4_155,11.0,-32.0,20998.13037174053,3,6.0,4.0,6x4_curated_v1,Test_155,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_155.csv,curated_human_review,1.0,none
Case2,6x4_156,70.0,-86.0,6916.165492716169,1,6.0,4.0,6x4_curated_v1,Test_156,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_156.csv,curated_human_review,1.0,none
Case2,6x4_157,78.0,-26.0,18245.925346530516,2,6.0,4.0,6x4_curated_v1,Test_157,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_157.csv,curated_human_review,1.0,none
Case2,6x4_158,17.0,-43.0,19805.97391087323,2,6.0,4.0,6x4_curated_v1,Test_158,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_158.csv,curated_human_review,1.0,none
Case2,6x4_159,-9.0,-4.0,16942.796513979963,3,6.0,4.0,6x4_curated_v1,Test_159,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_159.csv,curated_human_review,1.0,none
Case2,6x4_160,47.0,-13.0,20645.094612575558,2,6.0,4.0,6x4_curated_v1,Test_160,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_160.csv,curated_human_review,1.0,none
Case2,6x4_161,-43.0,-45.0,15059.704239150913,1,6.0,4.0,6x4_curated_v1,Test_161,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_161.csv,curated_human_review,1.0,none
Case2,6x4_162,-71.0,-11.0,21359.741658313826,2,6.0,4.0,6x4_curated_v1,Test_162,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_162.csv,curated_human_review,1.0,none
Case2,6x4_163,-84.0,28.0,18338.955396095836,2,6.0,4.0,6x4_curated_v1,Test_163,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_163.csv,curated_human_review,1.0,none
Case2,6x4_164,-16.0,-5.0,17864.734028392748,3,6.0,4.0,6x4_curated_v1,Test_164,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_164.csv,curated_human_review,1.0,none
Case2,6x4_165,-5.0,10.0,17074.09801002604,3,6.0,4.0,6x4_curated_v1,Test_165,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_165.csv,curated_human_review,1.0,none
Case2,6x4_166,-61.0,-3.0,22144.237823452062,2,6.0,4.0,6x4_curated_v1,Test_166,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_166.csv,curated_human_review,1.0,none
Case2,6x4_167,-4.0,-6.0,34578.323502431216,3,6.0,4.0,6x4_curated_v1,Test_167,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_167.csv,curated_human_review,1.0,none
Case2,6x4_168,-5.0,-1.0,16752.135414763357,3,6.0,4.0,6x4_curated_v1,Test_168,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_168.csv,curated_human_review,1.0,none
Case2,6x4_169,58.0,-70.0,11082.860934759608,1,6.0,4.0,6x4_curated_v1,Test_169,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_169.csv,curated_human_review,1.0,none
Case2,6x4_170,-35.0,-50.0,15724.71411011459,1,6.0,4.0,6x4_curated_v1,Test_170,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_170.csv,curated_human_review,1.0,none
Case2,6x4_171,-6.0,-18.0,17771.939868934987,3,6.0,4.0,6x4_curated_v1,Test_171,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_171.csv,curated_human_review,1.0,none
Case2,6x4_172,-68.0,5.0,22034.00690293698,2,6.0,4.0,6x4_curated_v1,Test_172,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_172.csv,curated_human_review,1.0,none
Case2,6x4_173,82.0,-55.0,10156.859176763548,1,6.0,4.0,6x4_curated_v1,Test_173,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_173.csv,curated_human_review,1.0,none
Case2,6x4_174,-76.0,51.0,11659.888567397536,1,6.0,4.0,6x4_curated_v1,Test_174,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_174.csv,curated_human_review,1.0,none
Case2,6x4_175,-73.0,85.0,6422.7368016769005,1,6.0,4.0,6x4_curated_v1,Test_175,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_175.csv,curated_human_review,1.0,none
Case2,6x4_176,-36.0,30.0,16474.161043303182,1,6.0,4.0,6x4_curated_v1,Test_176,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_176.csv,curated_human_review,1.0,none
Case2,6x4_177,25.0,-81.0,19280.614771827895,2,6.0,4.0,6x4_curated_v1,Test_177,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_177.csv,curated_human_review,1.0,none
Case2,6x4_178,27.0,63.0,18243.915034447313,2,6.0,4.0,6x4_curated_v1,Test_178,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_178.csv,curated_human_review,1.0,none
Case2,6x4_179,73.0,-44.0,15034.989451880107,1,6.0,4.0,6x4_curated_v1,Test_179,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_179.csv,curated_human_review,1.0,none
Case2,6x4_180,-14.0,88.0,20947.33439592328,2,6.0,4.0,6x4_curated_v1,Test_180,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_180.csv,curated_human_review,1.0,none
Case2,6x4_181,88.0,45.0,12554.388123116472,1,6.0,4.0,6x4_curated_v1,Test_181,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_181.csv,curated_human_review,1.0,none
Case2,6x4_182,-14.0,42.0,21339.96697323502,2,6.0,4.0,6x4_curated_v1,Test_182,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_182.csv,curated_human_review,1.0,none
Case2,6x4_183,37.0,63.0,16022.572187764572,1,6.0,4.0,6x4_curated_v1,Test_183,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_183.csv,curated_human_review,1.0,none
Case2,6x4_184,83.0,43.0,11967.243096667527,1,6.0,4.0,6x4_curated_v1,Test_184,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_184.csv,curated_human_review,1.0,none
Case2,6x4_185,-18.0,49.0,19636.75276331284,2,6.0,4.0,6x4_curated_v1,Test_185,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_185.csv,curated_human_review,1.0,none
Case2,6x4_186,-54.0,1.0,22178.47555914894,2,6.0,4.0,6x4_curated_v1,Test_186,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_186.csv,curated_human_review,1.0,none
Case2,6x4_187,-47.0,-37.0,15392.392221167545,1,6.0,4.0,6x4_curated_v1,Test_187,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_187.csv,curated_human_review,1.0,none
Case2,6x4_188,-40.0,56.0,15530.04730188103,1,6.0,4.0,6x4_curated_v1,Test_188,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_188.csv,curated_human_review,1.0,none
Case2,6x4_189,34.0,0.0,21648.185159222492,3,6.0,4.0,6x4_curated_v1,Test_189,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_189.csv,curated_human_review,1.0,none
Case2,6x4_190,-80.0,40.0,15621.070129048341,2,6.0,4.0,6x4_curated_v1,Test_190,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_190.csv,curated_human_review,1.0,none
Case2,6x4_191,-75.0,6.0,22399.994698017577,2,6.0,4.0,6x4_curated_v1,Test_191,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_191.csv,curated_human_review,1.0,none
Case2,6x4_192,89.0,-86.0,4916.256448855694,1,6.0,4.0,6x4_curated_v1,Test_192,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_192.csv,curated_human_review,1.0,none
Case2,6x4_193,48.0,41.0,15391.811911449251,1,6.0,4.0,6x4_curated_v1,Test_193,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_193.csv,curated_human_review,1.0,none
Case2,6x4_194,-11.0,-16.0,17995.32653778174,3,6.0,4.0,6x4_curated_v1,Test_194,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_194.csv,curated_human_review,1.0,none
Case2,6x4_195,12.0,71.0,21609.72681903185,2,6.0,4.0,6x4_curated_v1,Test_195,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_195.csv,curated_human_review,1.0,none
Case2,6x4_196,-32.0,84.0,17057.653938905187,2,6.0,4.0,6x4_curated_v1,Test_196,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_196.csv,curated_human_review,1.0,none
Case2,6x4_197,-80.0,-38.0,15949.267921322184,2,6.0,4.0,6x4_curated_v1,Test_197,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_197.csv,curated_human_review,1.0,none
Case2,6x4_198,-82.0,-53.0,10525.87463552392,1,6.0,4.0,6x4_curated_v1,Test_198,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_198.csv,curated_human_review,1.0,none
Case2,6x4_199,-45.0,82.0,12868.27896151428,1,6.0,4.0,6x4_curated_v1,Test_199,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_199.csv,curated_human_review,1.0,none
Case2,6x4_200,88.0,-42.0,11945.11328635953,1,6.0,4.0,6x4_curated_v1,Test_200,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_200.csv,curated_human_review,1.0,none
Case2,6x4_201,-73.0,-27.0,18396.69650336068,2,6.0,4.0,6x4_curated_v1,Test_201,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_201.csv,curated_human_review,1.0,none
Case2,6x4_202,-24.0,-76.0,19436.889317435416,2,6.0,4.0,6x4_curated_v1,Test_202,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_202.csv,curated_human_review,1.0,none
Case2,6x4_203,33.0,58.0,16481.520967262808,2,6.0,4.0,6x4_curated_v1,Test_203,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_203.csv,curated_human_review,1.0,none
Case2,6x4_204,27.0,-22.0,20169.219416635045,3,6.0,4.0,6x4_curated_v1,Test_204,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_204.csv,curated_human_review,1.0,none
Case2,6x4_205,-58.0,-50.0,15058.90222602965,1,6.0,4.0,6x4_curated_v1,Test_205,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_205.csv,curated_human_review,1.0,none
Case2,6x4_206,4.0,90.0,10033.736811180552,2,6.0,4.0,6x4_curated_v1,Test_206,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_206.csv,curated_human_review,1.0,none
Case2,6x4_207,19.0,-83.0,20718.630788170623,2,6.0,4.0,6x4_curated_v1,Test_207,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_207.csv,curated_human_review,1.0,none
Case2,6x4_208,-87.0,47.0,11985.412902705066,1,6.0,4.0,6x4_curated_v1,Test_208,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_208.csv,curated_human_review,1.0,none
Case2,6x4_209,58.0,-69.0,11262.7522869744,1,6.0,4.0,6x4_curated_v1,Test_209,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_209.csv,curated_human_review,1.0,none
Case2,6x4_210,-10.0,23.0,18592.485941262126,3,6.0,4.0,6x4_curated_v1,Test_210,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_210.csv,curated_human_review,1.0,none
Case2,6x4_211,55.0,-59.0,13082.073949807596,1,6.0,4.0,6x4_curated_v1,Test_211,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_211.csv,curated_human_review,1.0,none
Case2,6x4_212,-63.0,54.0,13149.642813456412,1,6.0,4.0,6x4_curated_v1,Test_212,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_212.csv,curated_human_review,1.0,none
Case2,6x4_213,67.0,-42.0,15238.461765495984,1,6.0,4.0,6x4_curated_v1,Test_213,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_213.csv,curated_human_review,1.0,none
Case2,6x4_214,63.0,-14.0,21252.83674905893,2,6.0,4.0,6x4_curated_v1,Test_214,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_214.csv,curated_human_review,1.0,none
Case2,6x4_215,9.0,13.0,17835.088760201925,3,6.0,4.0,6x4_curated_v1,Test_215,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_215.csv,curated_human_review,1.0,none
Case2,6x4_216,-10.0,59.0,21647.50111512341,2,6.0,4.0,6x4_curated_v1,Test_216,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_216.csv,curated_human_review,1.0,none
Case2,6x4_217,21.0,56.0,19609.78370155998,2,6.0,4.0,6x4_curated_v1,Test_217,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_217.csv,curated_human_review,1.0,none
Case2,6x4_218,5.0,-15.0,17291.633850273225,3,6.0,4.0,6x4_curated_v1,Test_218,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_218.csv,curated_human_review,1.0,none
Case2,6x4_219,-7.0,65.0,22070.77677141205,2,6.0,4.0,6x4_curated_v1,Test_219,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_219.csv,curated_human_review,1.0,none
Case2,6x4_220,14.0,-23.0,19368.438682776316,3,6.0,4.0,6x4_curated_v1,Test_220,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_220.csv,curated_human_review,1.0,none
Case2,6x4_221,74.0,-56.0,10774.798576776451,1,6.0,4.0,6x4_curated_v1,Test_221,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_221.csv,curated_human_review,1.0,none
Case2,6x4_222,7.0,-80.0,21939.181417166652,2,6.0,4.0,6x4_curated_v1,Test_222,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_222.csv,curated_human_review,1.0,none
Case2,6x4_223,-78.0,-48.0,12092.550507205471,1,6.0,4.0,6x4_curated_v1,Test_223,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_223.csv,curated_human_review,1.0,none
Case2,6x4_224,-4.0,-43.0,22327.81469540721,2,6.0,4.0,6x4_curated_v1,Test_224,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_224.csv,curated_human_review,1.0,none
Case2,6x4_225,2.0,-73.0,22243.855918504287,2,6.0,4.0,6x4_curated_v1,Test_225,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_225.csv,curated_human_review,1.0,none
Case2,6x4_226,-42.0,80.0,12636.501192716887,1,6.0,4.0,6x4_curated_v1,Test_226,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_226.csv,curated_human_review,1.0,none
Case2,6x4_227,-42.0,-6.0,22027.314876317232,2,6.0,4.0,6x4_curated_v1,Test_227,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_227.csv,curated_human_review,1.0,none
Case2,6x4_228,60.0,-31.0,16943.9259793842,2,6.0,4.0,6x4_curated_v1,Test_228,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_228.csv,curated_human_review,1.0,none
Case2,6x4_229,42.0,86.0,12147.201106459304,1,6.0,4.0,6x4_curated_v1,Test_229,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_229.csv,curated_human_review,1.0,none
Case2,6x4_230,-44.0,-30.0,16292.770338829978,1,6.0,4.0,6x4_curated_v1,Test_230,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_230.csv,curated_human_review,1.0,none
Case2,6x4_231,-69.0,24.0,19228.988106973306,2,6.0,4.0,6x4_curated_v1,Test_231,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_231.csv,curated_human_review,1.0,none
Case2,6x4_232,-8.0,-27.0,20445.4605050078,3,6.0,4.0,6x4_curated_v1,Test_232,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_232.csv,curated_human_review,1.0,none
Case2,6x4_233,61.0,-20.0,19368.7626984714,2,6.0,4.0,6x4_curated_v1,Test_233,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_233.csv,curated_human_review,1.0,none
Case2,6x4_234,-49.0,-40.0,15305.524143283565,1,6.0,4.0,6x4_curated_v1,Test_234,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_234.csv,curated_human_review,1.0,none
Case2,6x4_235,-62.0,7.0,21858.485639555445,2,6.0,4.0,6x4_curated_v1,Test_235,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_235.csv,curated_human_review,1.0,none
Case2,6x4_236,16.0,-57.0,20380.704515986185,2,6.0,4.0,6x4_curated_v1,Test_236,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_236.csv,curated_human_review,1.0,none
Case2,6x4_237,-32.0,66.0,17161.738009005196,2,6.0,4.0,6x4_curated_v1,Test_237,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_237.csv,curated_human_review,1.0,none
Case2,6x4_238,64.0,-22.0,19569.55455635698,2,6.0,4.0,6x4_curated_v1,Test_238,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_238.csv,curated_human_review,1.0,none
Case2,6x4_239,30.0,17.0,19618.045851961564,3,6.0,4.0,6x4_curated_v1,Test_239,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_239.csv,curated_human_review,1.0,none
Case2,6x4_240,53.0,26.0,17742.89028742882,2,6.0,4.0,6x4_curated_v1,Test_240,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_240.csv,curated_human_review,1.0,none
